Latitude,Longitude,Ellps Height (m),Geoid Height (m),Ortho Height (m)
9.10715,7.40506,471.654,23.22,448.43
9.10316,7.40494,472.106,23.21,448.89
9.10075,7.40635,473.638,23.21,450.43
9.09304,7.4088,481.614,23.2,458.41
9.09001,7.40961,482.3,23.2,459.1
9.08721,7.41241,472.216,23.2,449.02
9.08682,7.41419,465.672,23.2,442.47
9.08699,7.41595,457.009,23.2,433.81
9.08619,7.41672,459.28,23.19,436.09
9.08681,7.41768,455.45,23.19,432.26
9.08751,7.41943,450.744,23.2,427.55
9.08955,7.4394,463.268,23.2,440.07
9.08996,7.44336,466.008,23.2,442.81
9.09068,7.44549,470.991,23.2,447.79
9.08438,7.45032,463.349,23.2,440.15
9.09344,7.43547,451.967,23.2,428.76
9.09625,7.43271,442.575,23.21,419.37
9.09966,7.43131,453.944,23.21,430.73
9.10706,7.42712,467.517,23.22,444.3
9.11175,7.42539,475.105,23.23,451.88
9.1123,7.42633,474.844,23.23,451.62
8.90583,7.20216,263.997,23.35,240.64
8.90707,7.20334,270.773,23.35,247.42
8.90815,7.20492,275.474,23.35,252.12
8.88517,7.21283,298.626,23.39,275.23
8.88286,7.21067,286.919,23.4,263.52
8.88078,7.20906,283.916,23.4,260.51
8.87227,7.16384,244.496,23.42,221.08
8.87057,7.16301,251.512,23.42,228.09
8.86965,7.16086,254.439,23.42,231.02
8.87394,7.13251,247.696,23.4,224.3
8.87388,7.12952,244.254,23.39,220.86
8.87475,7.12722,241.357,23.39,217.97
8.8658,7.1827,257.217,23.43,233.78
8.86615,7.17919,249.799,23.43,226.37
8.87207,7.10677,230.521,23.38,207.14
8.87781,7.06931,218.124,23.32,194.81
8.87853,7.06562,210.87,23.31,187.56
8.87932,7.0614,207.042,23.3,183.74
8.90129,7.07466,185.253,23.29,161.97
8.90643,7.0767,182.022,23.28,158.74
8.90852,7.0783,184.148,23.28,160.87
8.92654,7.0882,184.161,23.26,160.9
8.93467,7.08479,188.097,23.25,164.84
8.93879,7.11024,194.376,23.27,171.1
8.9379,7.1135,192.392,23.28,169.11
8.93745,7.11643,191.717,23.28,168.44
8.87578,7.06429,207.584,23.31,184.27
8.86485,7.0595,195.005,23.32,171.68
8.86183,7.03823,201.161,23.29,177.87
8.85669,6.995,186.836,23.2,163.64
8.85643,6.99197,185.461,23.19,162.27
8.85488,6.98801,183.956,23.19,160.77
8.86763,6.94528,157.584,23.07,134.51
8.87582,6.94444,152.926,23.07,129.86
8.88182,6.94138,149.7,23.06,126.64
8.91161,6.96147,148.107,23.09,125.01
8.90983,6.95503,146.16,23.08,123.08
8.93282,6.9666,164.175,23.11,141.07
8.93451,6.96622,162.59,23.11,139.48
8.93675,6.96623,164.006,23.11,140.9
8.95301,6.98743,161.738,23.15,138.59
8.95408,6.98919,159.752,23.15,136.6
8.95461,6.98982,158.952,23.15,135.8
8.95547,7.0427,176.987,23.21,153.78
8.95553,7.04384,179.652,23.21,156.45
8.95532,7.04505,182.258,23.21,159.05
8.95178,7.06508,208.781,23.22,185.56
8.94823,7.06836,197.749,23.23,174.52
8.94532,7.07249,197.44,23.23,174.21
8.86424,6.90875,140.4,22.99,117.41
8.86249,6.90685,138.426,22.98,115.44
8.85882,6.90288,135.516,22.97,112.54
8.89791,6.87661,128.513,22.94,105.58
8.90222,6.87868,129.68,22.94,106.74
8.90376,6.87933,127.416,22.95,104.47
8.92958,6.8884,142.085,22.99,119.09
8.94326,6.90525,141.398,23.04,118.36
8.85933,6.85148,129.009,22.86,106.15
8.85964,6.84896,127.57,22.86,104.71
8.85986,6.84711,127.452,22.86,104.6
8.86016,6.82483,117.001,22.82,94.18
8.85939,6.82214,125.75,22.81,102.94
8.85838,6.81851,119.227,22.81,96.42
8.85624,6.86525,119.94,22.89,97.05
8.85867,6.86282,121.151,22.89,98.26
8.85249,6.79658,122.075,22.77,99.3
8.85499,6.79199,122.485,22.77,99.71
8.95661,7.00926,171.321,23.18,148.14
8.92245,6.82723,174.221,22.91,151.31
8.92019,6.83062,184.407,22.91,161.5
8.91754,6.83465,193.259,22.91,170.35
8.92352,6.84959,208.974,22.94,186.04
8.92592,6.85266,216.586,22.95,193.64
8.93607,6.86819,169.433,22.98,146.45
8.93995,7.09424,191.744,23.26,168.49
8.92399,7.08875,179.4,23.27,156.13
8.90817,7.17825,251.303,23.35,227.95
8.90599,7.18017,256.661,23.36,233.3
8.956,7.01562,178.572,23.18,155.39
9.00377,7.15583,244.26,23.26,221
9.00794,7.15694,255.04,23.25,231.79
9.01181,7.15746,265.991,23.25,242.74
9.01575,7.15652,271.779,23.25,248.53
9.01915,7.15494,280.936,23.25,257.68
9.0224,7.15353,282.266,23.25,259.01
9.02538,7.15278,281.89,23.25,258.64
9.02863,7.15267,282.66,23.25,259.41
9.03191,7.15146,278.228,23.25,254.98
9.03398,7.15026,280.146,23.25,256.89
9.03735,7.15051,284.278,23.25,261.02
9.039,7.15021,287.238,23.25,263.98
9.04029,7.14999,287.121,23.25,263.87
9.0425,7.15047,294.862,23.25,271.61
9.04605,7.15101,301.41,23.26,278.15
9.04738,7.15121,302.71,23.26,279.45
9.04894,7.1516,297.698,23.26,274.44
9.05039,7.15135,291.376,23.26,268.12
9.05244,7.15137,289.381,23.26,266.12
9.05478,7.1505,282.889,23.26,259.63
9.05742,7.15038,280.479,23.26,257.22
9.00124,7.09706,218.038,23.24,194.8
9.00424,7.09786,217.343,23.24,194.11
9.00717,7.10038,225.947,23.24,202.71
9.00864,7.10152,228.363,23.24,205.13
9.00959,7.10188,228.781,23.24,205.54
9.01116,7.10251,226.542,23.24,203.3
9.01409,7.1025,229.56,23.24,206.32
9.01587,7.10165,229.375,23.24,206.14
9.01822,7.10027,231.739,23.24,208.5
9.02002,7.10065,234.821,23.24,211.58
9.02323,7.10116,238.05,23.24,214.81
9.02445,7.10184,241.358,23.24,218.12
9.02726,7.102,236.931,23.24,213.69
9.03102,7.10091,225.079,23.24,201.83
9.03388,7.10092,221.011,23.25,197.77
9.0363,7.09962,221.091,23.25,197.84
9.03974,7.09899,216.232,23.25,192.98
9.04115,7.09901,218.328,23.25,195.08
9.04416,7.10052,219.152,23.25,195.9
9.04693,7.1023,218.889,23.25,195.64
9.04768,7.10365,217.385,23.25,194.13
9.04892,7.10495,219.739,23.26,196.48
9.04975,7.10621,219.987,23.26,196.73
9.05127,7.10752,221.311,23.26,198.05
9.05315,7.10742,220.163,23.26,196.9
9.05629,7.10763,219.217,23.26,195.96
9.058,7.10689,224.981,23.26,201.72
9.05873,7.10418,227.617,23.26,204.35
9.06005,7.09921,221.297,23.26,198.03
9.06062,7.09732,215.529,23.27,192.26
9.06297,7.09651,222.917,23.27,199.65
9.06549,7.09575,219.191,23.27,195.92
9.05941,7.0636,191.777,23.28,168.5
9.05533,7.06391,191.377,23.27,168.11
9.05035,7.0624,192.479,23.27,169.21
9.0475,7.06155,190.914,23.26,167.65
9.04222,7.06167,182.186,23.26,158.93
9.03942,7.06203,181.54,23.25,158.29
9.03736,7.06144,185.542,23.25,162.29
9.03348,7.06125,187.968,23.25,164.72
9.02532,7.06166,190.02,23.24,166.78
9.02407,7.06111,189.128,23.24,165.89
9.02483,7.05813,184.118,23.24,160.88
9.02181,7.05626,180.606,23.24,157.37
9.01917,7.05347,173.494,23.24,150.26
9.01758,7.0513,181.137,23.23,157.9
9.01638,7.04981,178.903,23.23,155.67
9.01368,7.04771,178.989,23.23,155.76
9.01078,7.04632,174.714,23.23,151.48
9.00599,7.04447,178.686,23.23,155.46
9.00541,7.04185,176.016,23.23,152.79
9.00025,7.03895,178.489,23.22,155.27
9.00253,7.01536,193.554,23.22,170.34
9.02343,7.00167,201.562,23.25,178.32
9.02545,7.00089,204.365,23.25,181.12
9.02606,7.00191,206.637,23.25,183.39
9.05923,6.99175,183.331,23.32,160.01
9.06359,6.9898,187.153,23.33,163.82
9.00084,6.93614,163.886,23.18,140.71
9.00323,6.93657,167.438,23.18,144.26
9.00537,6.93656,162.345,23.19,139.16
9.00826,6.93637,153.139,23.19,129.95
9.01225,6.93548,152.42,23.2,129.22
9.01541,6.93656,154.595,23.21,131.38
9.01867,6.93644,151.515,23.22,128.3
9.02102,6.93731,154.492,23.23,131.27
9.02483,6.93987,161.069,23.24,137.83
9.02745,6.94034,166.639,23.24,143.4
9.02899,6.94095,166.867,23.25,143.62
9.03636,6.94462,162.243,23.27,138.97
9.03839,6.94503,166.463,23.27,143.19
9.04176,6.94568,165.845,23.28,142.56
9.05535,6.94828,175.139,23.32,151.82
9.05811,6.94875,181.077,23.33,157.75
9.00459,6.88615,144.23,23.17,121.06
9.0074,6.8831,137.824,23.18,114.64
9.00881,6.88264,138.661,23.19,115.48
9.01082,6.88273,139.399,23.19,116.21
9.01188,6.88311,139.927,23.2,116.73
9.01511,6.8823,140.4,23.21,117.19
9.01802,6.88455,150.576,23.22,127.36
9.02319,6.88162,149.558,23.24,126.32
9.02661,6.88105,152.96,23.25,129.71
9.03004,6.88005,157.904,23.27,134.64
9.033,6.87996,158.214,23.28,134.94
9.03563,6.87884,159.454,23.29,136.16
9.03771,6.87829,161.758,23.3,138.46
9.0409,6.87656,166.028,23.31,142.71
9.04372,6.87655,166.512,23.33,143.19
9.04776,6.87887,166.493,23.34,143.15
9.04943,6.88033,165.384,23.35,142.04
9.05228,6.88112,164.576,23.36,141.22
9.05495,6.88272,166.203,23.37,142.83
9.05643,6.88283,167.481,23.38,144.11
9.05903,6.88305,165.995,23.39,142.61
9.06149,6.88315,168.607,23.4,145.21
9.03218,6.87603,155.602,23.28,132.32
9.02832,6.87188,148.529,23.26,125.26
9.02877,6.86966,149.911,23.27,126.64
9.02812,6.86726,155.57,23.27,132.3
9.03055,6.86407,165.501,23.28,142.22
9.03046,6.86204,169.411,23.28,146.13
9.03141,6.85961,169.348,23.29,146.06
9.03482,6.85675,176.781,23.3,153.48
9.03578,6.85493,177.137,23.31,153.83
9.03649,6.85343,177.927,23.31,154.61
9.04005,6.84953,179.775,23.33,156.44
9.04233,6.84605,180.884,23.35,157.54
9.04507,6.84132,175.327,23.36,151.96
9.04589,6.83896,173.357,23.37,149.99
9.04917,6.83442,182.372,23.39,158.98
9.05104,6.83246,181.852,23.4,158.45
9.05184,6.83112,185.951,23.41,162.54
9.05488,6.82734,197.839,23.43,174.41
9.05819,6.82373,214.015,23.45,190.56
9.05979,6.82103,218.01,23.46,194.55
9.06204,6.81733,223.18,23.48,199.7
9.06238,6.81607,226.278,23.48,202.79
9.06353,6.81317,234.285,23.49,210.79
9.06364,6.81096,235.262,23.5,211.77
8.84406,6.88317,119.826,22.93,96.89
8.84508,6.88507,128.946,22.94,106.01
8.84606,6.88696,130.435,22.94,107.49
8.84714,6.88903,126.76,22.94,103.82
8.84824,6.89136,135.34,22.95,112.39
8.85213,6.89561,134.761,22.96,111.8
8.85425,6.89792,131.985,22.96,109.02
8.85641,6.90027,135.816,22.97,112.85
8.85808,6.90208,137.982,22.97,115.01
8.8625,6.90686,138.389,22.98,115.41
8.86424,6.90875,140.327,22.99,117.34
8.86646,6.91158,136.433,22.99,113.44
8.8682,6.9138,135.348,23,112.35
8.86949,6.91543,131.473,23,108.47
8.86994,6.916,134.221,23,111.22
8.8713,6.91773,133.325,23.01,110.32
8.87265,6.91945,136.812,23.01,113.8
8.8739,6.92103,136.854,23.01,113.84
8.87442,7.10578,137.787,23.37,114.42
8.87302,6.92696,135.667,23.03,112.64
8.87273,6.92897,140.698,23.03,117.67
8.87212,6.93325,143.55,23.04,120.51
8.8718,6.93554,148.773,23.05,125.73
8.86737,6.9364,146.314,23.05,123.26
8.86358,6.93671,155.482,23.05,132.43
8.85806,6.93808,169.123,23.06,146.06
8.85459,6.93941,168.68,23.07,145.61
8.85072,6.93648,158.352,23.06,135.29
8.84849,6.93672,163.012,23.07,139.95
8.84398,6.93787,159.745,23.07,136.67
8.84254,6.94174,165.967,23.08,142.88
8.84083,6.94343,168.26,23.09,145.17
8.84026,6.94514,168.638,23.1,145.54
8.83738,6.94705,172.631,23.1,149.53
8.8368,6.9486,175.575,23.11,152.47
8.8383,6.95041,176.172,23.11,153.06
8.83924,6.9526,179.386,23.12,156.27
8.84134,6.9527,180.993,23.11,157.88
8.8411,6.95494,187.824,23.12,164.7
8.84085,6.95699,190.477,23.12,167.35
8.84195,6.96101,183.849,23.13,160.72
8.84488,6.96432,187.233,23.14,164.09
8.84679,6.96676,183.575,23.14,160.43
8.84798,6.96958,182.287,23.15,159.14
8.85112,6.97343,174.95,23.15,151.8
8.85369,6.97657,180.182,23.16,157.02
8.85471,6.98088,179.063,23.17,155.89
8.85477,6.98219,177.633,23.17,154.46
8.85471,6.98598,185.511,23.18,162.33
8.85488,6.98795,183.93,23.18,160.75
8.8563,6.99169,184.666,23.19,161.47
8.85609,6.99864,190.765,23.21,167.56
8.8569,7.00052,190.263,23.22,167.05
8.85839,6.99984,185.543,23.21,162.33
8.86234,7.001,194.447,23.21,171.24
8.86461,7.00191,187.719,23.21,164.51
8.86651,7.00335,190.143,23.21,166.94
8.86928,7.00547,190.593,23.21,167.38
8.87095,7.0067,189.469,23.21,166.26
8.87288,7.00869,195.17,23.21,171.96
8.87562,7.0113,188.397,23.21,165.18
8.87971,7.01321,199.434,23.21,176.22
8.88055,7.01425,200.648,23.21,177.44
8.88206,7.01651,195.775,23.21,172.56
8.85032,7.05375,189.683,23.34,166.34
8.85752,7.05626,205.502,23.33,182.17
8.8758,7.06433,207.542,23.31,184.23
8.88095,7.06859,239.561,23.31,216.25
8.87918,7.07238,226.33,23.32,203.01
8.87405,7.07525,213.067,23.33,189.73
8.86874,7.08335,210.581,23.36,187.23
8.87035,7.0882,214.425,23.36,191.07
8.87227,7.09254,214.018,23.36,190.66
8.87453,7.09797,229.23,23.36,205.87
8.83685,6.83702,108.865,22.83,86.03
8.83377,6.83551,103.681,22.83,80.85
8.83209,6.82889,110.741,22.81,87.93
8.83025,6.82294,95.918,22.8,73.11
8.83136,6.82057,94.96,22.8,72.16
8.8313,6.81718,99.727,22.8,76.93
8.83148,6.81333,102.369,22.79,79.58
8.83158,6.81101,105.835,22.79,83.05
8.83215,6.80997,109.857,22.78,87.07
8.83334,6.80584,103.815,22.78,81.04
8.83404,6.80434,104.713,22.78,81.94
8.83617,6.79847,110.057,22.77,87.29
8.83688,6.79668,108.095,22.77,85.33
8.83808,6.79138,110.777,22.76,88.02
8.84122,6.79056,112.581,22.76,89.82
8.84266,6.78836,112.882,22.76,90.12
8.84312,6.78716,111.7,22.76,88.94
8.84607,6.78783,111.552,22.76,88.79
8.84932,6.78718,112.944,22.76,90.18
8.85008,6.78741,115.368,22.76,92.61
8.85281,6.78719,118.518,22.76,95.76
8.85438,6.78795,121.892,22.77,99.13
8.85711,6.78918,121.173,22.77,98.4
8.86302,6.78872,126.319,22.77,103.54
8.86743,6.79124,136.972,22.78,114.19
8.87063,6.79117,141.243,22.79,118.46
8.87339,6.78967,137.256,22.79,114.47
8.87638,6.79038,135.784,22.79,112.99
8.88192,6.79032,146.794,22.8,123.99
8.88351,6.78998,147.336,22.8,124.53
8.8851,6.78922,142.043,22.81,119.24
8.88658,6.7895,139.755,22.81,116.95
8.88955,6.78918,139.295,22.81,116.48
8.89309,6.78814,147.816,22.82,125
9.12649,7.15333,246.049,23.34,222.71
9.13398,7.12239,220.664,23.37,197.3
9.1227,7.02461,205.19,23.45,181.74
9.12103,6.92182,205.374,23.6,181.77
9.12771,6.8922,176.735,23.7,153.03
9.12944,6.85783,230.045,23.79,206.25
9.12125,6.76035,272.307,23.91,248.4
9.11397,6.75698,275.865,23.86,252
9.12076,6.86861,210.597,23.72,186.88
9.10812,6.85438,206.455,23.68,182.77
9.12125,6.97771,218.9,23.51,195.39
9.10659,6.98089,222.145,23.46,198.69
9.11972,7.05541,219.417,23.4,196.02
9.10354,7.12512,223.045,23.31,199.73
9.05438,6.94703,169.346,23.32,146.03
9.09441,7.06986,263.12,23.33,239.79
9.08886,7.03192,210.671,23.35,187.32
9.10182,6.89186,168.494,23.57,144.92
9.09256,6.83891,214.983,23.62,191.36
9.09123,6.7422,240.461,23.73,216.73
9.07207,6.77225,213.583,23.59,190
9.08549,6.92632,222.088,23.45,198.64
9.08533,6.9919,218.002,23.38,194.62
9.07824,7.05279,189.581,23.31,166.27
9.08239,7.14848,245.765,23.28,222.49
9.08111,7.17346,316.042,23.27,292.77
9.0612,7.18372,302.414,23.26,279.16
9.05842,7.15049,279.221,23.26,255.96
9.06554,7.09898,220.657,23.27,197.39
9.05835,7.05121,181.583,23.28,158.3
9.0598,7.03545,210.798,23.29,187.5
9.05918,6.99168,182.994,23.32,159.68
9.05644,6.88292,166.765,23.38,143.39
9.07747,6.8853,177.759,23.47,154.29
9.06565,6.81408,238.175,23.5,214.67
9.07092,6.8197,233.872,23.53,210.34
9.17971,7.18521,444.3,23.43,420.87
9.18284,7.17338,476.75,23.45,453.3
9.17075,7.18401,399.36,23.41,375.95
9.1747,7.181,408.23,23.42,384.81
9.16149,7.18604,412.62,23.39,389.23
9.16145,7.17949,401.5,23.4,378.1
9.15332,7.19423,429.58,23.37,406.21
9.14748,7.19485,428.45,23.36,405.09
9.1417,7.18414,518,23.35,494.65
9.14498,7.19994,437.98,23.35,414.63
9.13453,7.19864,446.47,23.34,423.13
9.13283,7.20532,442.73,23.33,419.4
9.12426,7.20565,524.22,23.32,500.9
9.12817,7.19697,505.56,23.33,482.23
9.1185,7.20228,599.24,23.31,575.93
9.17873,7.09003,261.74,23.51,238.23
9.16549,7.08425,259.92,23.48,236.44
9.15266,7.07281,248.77,23.46,225.31
9.14837,7.07574,252.06,23.44,228.62
9.14709,7.075,249.25,23.44,225.81
9.14397,7.06557,236.24,23.45,212.79
9.13658,7.0624,236.02,23.43,212.59
9.12894,7.06176,234.21,23.41,210.8
9.12505,7.05771,218.17,23.41,194.76
9.11973,7.0554,219.66,23.4,196.26
9.17933,6.97015,268.03,23.75,244.28
9.17245,6.96911,265.5,23.73,241.77
9.16488,6.9683,269.19,23.7,245.49
9.15552,6.96976,270.14,23.66,246.48
9.15227,6.96901,249.2,23.65,225.55
9.14917,6.96898,240.11,23.64,216.47
9.14362,6.96569,235.39,23.62,211.77
9.13762,6.96342,225.19,23.6,201.59
9.12915,6.96131,217.02,23.57,193.45
9.12121,6.97776,218.86,23.51,195.35
9.1171,6.98465,224.41,23.49,200.92
9.11869,6.86857,210.32,23.71,186.61
9.12988,6.8666,210,23.77,186.23
9.13373,6.86493,200.21,23.8,176.41
9.14078,6.86386,220.84,23.84,197
9.14188,6.86369,223.73,23.84,199.89
9.15234,6.86531,224.98,23.9,201.08
9.16651,6.86383,235.52,23.98,211.54
9.17917,6.8595,238.24,24.05,214.19
9.12377,6.76037,271.01,23.92,247.09
9.13325,6.76297,267.91,23.98,243.93
9.14059,6.76665,277.45,24.02,253.43
9.14757,6.77005,266.4,24.06,242.34
9.1517,6.7733,260.22,24.08,236.14
9.15808,6.77561,254.82,24.12,230.7
9.15981,6.77645,253.17,24.13,229.04
9.16558,6.77816,250.14,24.16,225.98
9.17221,6.78054,255.92,24.2,231.72
9.18096,6.78462,254.37,24.24,230.13
9.11888,6.7602,268.9,23.89,245.01
9.23109,7.02574,265.085,23.81,241.27
9.22996,7.02711,267.085,23.81,243.28
9.22755,7.02971,269.026,23.79,245.23
9.22577,7.03085,268.545,23.78,244.76
9.22436,7.0327,266.996,23.77,243.22
9.22045,7.03702,268.364,23.75,244.62
9.21728,7.04016,273.886,23.73,250.16
9.21562,7.04247,275.665,23.72,251.95
9.21173,7.04584,265.765,23.7,242.07
9.20882,7.04884,250.586,23.68,226.91
9.20379,7.05187,247.784,23.65,224.13
9.20416,7.05407,250.033,23.65,226.38
9.20251,7.05656,252.039,23.64,228.4
9.20033,7.06008,249.715,23.63,226.09
9.1994,7.06224,250.261,23.62,226.64
9.19873,7.06501,249.912,23.61,226.3
9.19771,7.06717,250.123,23.6,226.52
9.19718,7.06987,245.198,23.6,221.6
9.19652,7.07193,247.689,23.59,224.1
9.19635,7.0734,251.811,23.59,228.22
9.19523,7.07515,255.787,23.58,232.21
9.19414,7.07702,262.471,23.57,238.9
9.19337,7.07786,264.259,23.57,240.69
9.19283,7.07916,266.519,23.57,242.95
9.19186,7.08218,275.266,23.56,251.71
9.19173,7.08348,279.904,23.56,256.35
9.1918,7.08483,278.032,23.55,254.48
9.19159,7.08654,276.022,23.55,252.47
9.19145,7.08789,277.188,23.55,253.64
9.1912,7.08963,276.379,23.55,252.83
9.1903,7.09242,271.676,23.54,248.14
9.19027,7.09443,271.893,23.54,248.36
9.18934,7.09591,272.485,23.53,248.95
9.18848,7.09784,281.109,23.53,257.58
9.18775,7.09904,282.636,23.52,259.11
9.18766,7.10045,282.124,23.52,258.6
9.18751,7.10206,276.574,23.52,253.06
9.18739,7.10381,272.462,23.52,248.95
9.18721,7.10458,271.474,23.52,247.96
9.18754,7.1078,278.425,23.51,254.91
9.2328,7.02314,260.77,23.83,236.94
9.23343,7.0217,264.019,23.83,240.18
9.01913,7.48137,500.404,23.14,477.26
9.01818,7.48035,502.201,23.14,479.06
9.01741,7.47965,502.55,23.14,479.41
9.01632,7.47886,500.532,23.14,477.39
9.01517,7.47807,495.325,23.14,472.18
9.01404,7.47729,489.295,23.14,466.15
9.01232,7.47612,480.082,23.15,456.94
9.01117,7.47533,476.55,23.15,453.4
9.01022,7.47469,479.161,23.15,456.01
9.00928,7.47608,473.507,23.15,450.36
9.00828,7.47749,474.835,23.14,451.69
9.00899,7.47812,479.128,23.14,455.98
9.00964,7.4788,483.002,23.14,459.86
9.01027,7.47933,485.328,23.14,462.19
9.01146,7.4802,487.345,23.14,464.2
9.01274,7.48129,486.658,23.14,463.52
9.01564,7.48013,493.955,23.14,470.81
9.01452,7.48153,485.369,23.14,462.23
9.01401,7.48239,486.003,23.14,462.86
9.01321,7.48332,491.207,23.14,468.07
9.01431,7.4793,489.468,23.14,466.32
9.01259,7.47813,482.319,23.14,459.18
9.01176,7.47761,477.984,23.14,454.84
9.01096,7.47851,479.789,23.14,456.65
9.01764,7.48093,499.704,23.14,476.56
9.01745,7.4824,498.205,23.14,475.06
9.01702,7.48339,496.666,23.14,473.53
9.01614,7.48439,493.29,23.14,470.15
9.0156,7.4851,497.071,23.14,473.93
9.01388,7.48379,492.756,23.14,469.62
9.0177,7.48387,500.135,23.14,476.99
9.01613,7.48271,490.55,23.14,467.41
9.0153,7.48209,486.001,23.14,462.86
9.00744,7.47832,477.636,23.14,454.49
9.00597,7.47875,476.57,23.14,453.43
9.0044,7.47947,478.343,23.14,455.2
9.00357,7.48006,479.269,23.14,456.13
9.0023,7.48106,477.988,23.14,454.85
9.00125,7.48189,476.378,23.14,453.24
9.00025,7.48268,475.62,23.14,452.48
9.00769,7.47911,482.032,23.14,458.89
9.01348,7.47299,512.201,23.15,489.05
9.01219,7.47216,482.746,23.15,459.6
9.01105,7.47128,479.035,23.15,455.89
9.01053,7.46982,473.716,23.15,450.57
9.0087,7.46875,472.613,23.15,449.46
9.00795,7.46738,468.14,23.15,444.99
9.00493,7.46575,469.334,23.15,446.18
9.00451,7.46702,470.537,23.15,447.39
9.00634,7.46784,472.728,23.15,449.58
9.00683,7.4689,475.954,23.15,452.8
9.00721,7.47031,478.321,23.15,455.17
9.00834,7.47184,482.432,23.15,459.28
9.00969,7.47263,484.073,23.15,460.93
9.01105,7.47334,484.91,23.15,461.76
9.00916,7.47443,481.03,23.15,457.88
9.00779,7.47378,480.892,23.15,457.75
9.00586,7.47294,475.5,23.15,452.35
9.00536,7.4717,471.869,23.15,448.72
9.00466,7.47078,468.551,23.15,445.4
9.00395,7.46913,468.047,23.15,444.9
9.00415,7.46811,470.116,23.15,446.97
9.00626,7.47077,474.838,23.15,451.69
9.00251,7.46919,462.718,23.15,439.57
9.00181,7.47112,456.634,23.15,433.49
9.00011,7.47186,455.495,23.15,432.35
8.99989,7.47275,463.547,23.15,440.4
8.99876,7.47412,468.881,23.15,445.73
8.99806,7.47514,474.982,23.15,451.84
9.00304,7.47284,463.537,23.15,440.39
9.00429,7.47353,471.626,23.15,448.48
9.0066,7.47442,478.305,23.15,455.16
9.00608,7.47522,476.82,23.15,453.67
9.00481,7.47561,478.161,23.15,455.02
9.00132,7.47385,464.758,23.15,441.61
9.00173,7.47595,470.991,23.14,447.85
9.00237,7.47667,468.886,23.14,445.74
9.0034,7.47734,468.95,23.14,445.81
9.00429,7.47801,471.709,23.14,448.57
9.00532,7.47803,473.057,23.14,449.91
9.00636,7.4778,473.77,23.14,450.63
9.00367,7.47868,474.686,23.14,451.54
9.00269,7.47792,472.398,23.14,449.25
9.00168,7.47726,474.417,23.14,451.27
9.00064,7.47692,476.953,23.14,453.81
8.99922,7.47659,476.255,23.14,453.11
8.99672,7.47702,474.612,23.14,451.47
8.99658,7.47799,471.083,23.14,447.94
8.99576,7.48074,461.147,23.14,438.01
8.99461,7.4815,467.205,23.14,444.06
8.99484,7.48291,471.529,23.14,448.39
8.99526,7.48445,473.491,23.14,450.35
8.99629,7.48358,471.539,23.14,448.4
8.99672,7.48183,462.783,23.14,439.64
8.99751,7.48014,466.415,23.14,443.27
8.99799,7.47909,470.298,23.14,447.16
8.999,7.4788,474.701,23.14,451.56
8.99979,7.47826,476.636,23.14,453.49
9.00013,7.47764,476.861,23.14,453.72
8.99666,7.47855,466.918,23.14,443.78
9.00097,7.47833,477.955,23.14,454.81
9.00168,7.47873,476.648,23.14,453.51
9.00235,7.47935,476.356,23.14,453.21
9.00289,7.47974,477.054,23.14,453.91
9.00526,7.48016,481.97,23.14,458.83
9.00634,7.48033,485.844,23.14,462.7
9.00581,7.48109,487.693,23.14,464.55
9.00487,7.48193,488.058,23.14,464.92
9.00375,7.48258,485.359,23.14,462.22
9.00308,7.48304,482.937,23.14,459.8
9.00212,7.48381,479.363,23.14,456.22
9.0014,7.48438,476.772,23.14,453.63
9.00306,7.48185,481.38,23.14,458.24
9.00061,7.48334,477.245,23.14,454.11
8.99925,7.48324,474.346,23.14,451.21
8.99773,7.48463,465.137,23.14,442
8.99678,7.48522,469.173,23.14,446.04
8.99857,7.48278,470.702,23.14,447.56
8.99899,7.48224,471.658,23.14,448.52
9.00023,7.48142,473.989,23.14,450.85
