Latitude,Longitude,Ellps Height (m),Geoid Height (m),Ortho Height (m)
9.04969,7.45521,461.777,23.17,438.61
9.0477,7.45831,470.994,23.17,447.83
9.04767,7.46095,470.671,23.17,447.5
9.05037,7.46556,469.885,23.17,446.72
9.05229,7.46831,478.98,23.17,455.81
9.05844,7.45489,457.96,23.17,434.79
9.06275,7.4539,474.055,23.18,450.88
9.05942,7.47716,475.833,23.17,452.67
9.05863,7.47463,479.674,23.17,456.51
9.0573,7.47255,475.737,23.17,452.57
9.05611,7.47151,475.066,23.17,451.9
9.05742,7.45964,452.577,23.17,429.4
9.06134,7.46144,452.073,23.17,428.9
9.06278,7.46356,450.464,23.17,427.29
9.0639,7.46634,453.169,23.17,429.99
9.0691,7.45298,470.842,23.18,447.66
9.07257,7.45391,478.643,23.19,455.46
9.07454,7.45546,479.439,23.19,456.25
9.079,7.45582,484.533,23.19,461.34
9.07755,7.45772,495.553,23.19,472.36
9.06009,7.45322,467.374,23.18,444.2
9.05397,7.45524,451.371,23.17,428.2
9.04728,7.45424,461.995,23.17,438.83
9.05552,7.46962,478.207,23.17,455.04
9.06004,7.48072,467.727,23.17,444.56
9.06603,7.45336,466.75,23.18,443.57
9.03566,7.48388,492.02,23.15,468.87
9.03477,7.48468,491.506,23.15,468.36
9.03411,7.48568,489.105,23.15,465.96
9.02927,7.47848,484.978,23.15,461.83
9.03081,7.47865,480.391,23.15,457.24
9.03275,7.4789,481.12,23.15,457.97
9.04053,7.4904,507.651,23.15,484.51
9.04168,7.49234,505.532,23.14,482.39
9.04337,7.49122,498.476,23.15,475.33
9.04433,7.49094,497.084,23.15,473.94
9.03674,7.49249,489.05,23.14,465.91
9.03758,7.49521,481.523,23.14,458.38
9.04273,7.49977,504.917,23.14,481.78
9.04671,7.49675,497.414,23.14,474.27
9.04069,7.49484,498.298,23.14,475.16
9.04314,7.49574,502.91,23.14,479.77
9.04483,7.49543,500.718,23.14,477.57
9.04636,7.49453,492.289,23.15,469.14
9.06311,7.45743,463.91,23.18,440.73
9.06109,7.45697,462.237,23.18,439.06
9.05882,7.45805,448.888,23.17,425.71
9.06331,7.45644,467.669,23.18,444.49
9.06372,7.45439,473.007,23.18,449.83
9.06298,7.45811,459.461,23.18,436.28
9.06261,7.45984,449.526,23.18,426.35
9.05773,7.45595,451.535,23.17,428.36
9.052,7.45723,459.057,23.17,435.89
9.05076,7.45736,456.575,23.17,433.41
9.05,7.45831,457.094,23.17,433.93
9.04967,7.45954,458.033,23.17,434.87
9.0487,7.46053,465.922,23.17,442.76
9.05379,7.46182,464.106,23.17,440.94
9.05227,7.46163,465.987,23.17,442.82
9.05155,7.46237,466.47,23.17,443.3
9.05012,7.46351,465.111,23.17,441.94
9.05186,7.46547,474.463,23.17,451.3
9.05334,7.46547,480.07,23.17,456.9
9.05148,7.4693,475.429,23.16,452.26
9.04952,7.46782,473.408,23.16,450.24
9.04865,7.46665,470.105,23.16,446.94
9.04809,7.46536,463.595,23.16,440.43
9.05593,7.46311,464.276,23.17,441.11
9.0568,7.46296,463.559,23.17,440.39
9.05842,7.46296,465.182,23.17,442.01
9.0598,7.46368,466.717,23.17,443.54
9.06109,7.46369,460.985,23.17,437.81
9.05701,7.46131,458.977,23.17,435.81
9.05755,7.46021,454.677,23.17,431.5
9.0561,7.4643,469.53,23.17,446.36
9.05767,7.46664,478.878,23.17,455.71
9.05982,7.46759,474.224,23.17,451.05
9.06169,7.46879,471.033,23.17,447.86
9.06282,7.4695,469.341,23.17,446.17
9.06369,7.47006,468.128,23.17,444.95
9.05976,7.46595,468.901,23.17,445.73
9.05703,7.4689,484.218,23.17,461.05
9.05946,7.47075,483.239,23.17,460.07
9.05882,7.47122,483.148,23.17,459.98
9.05815,7.47221,478.221,23.17,455.05
9.05957,7.47341,481.754,23.17,458.59
9.06061,7.47184,485.809,23.17,462.64
9.06035,7.47407,484.783,23.17,461.61
9.06109,7.47479,484.175,23.17,461.01
9.06195,7.47734,477.399,23.17,454.23
9.06107,7.4763,479.564,23.17,456.4
9.06009,7.47549,481.549,23.17,458.38
9.06228,7.48013,476.505,23.17,453.34
9.06294,7.47974,479.995,23.17,456.83
9.06407,7.48088,478.983,23.17,455.81
9.06608,7.4804,486.322,23.17,463.15
9.06637,7.47952,488.023,23.17,464.85
9.06528,7.47842,487.736,23.17,464.57
9.0643,7.47768,487.036,23.17,463.87
9.0643,7.47614,486.673,23.17,463.5
9.06595,7.47442,478.237,23.17,455.06
9.06576,7.47339,475.009,23.17,451.84
9.06681,7.47221,464.629,23.17,441.45
9.06234,7.46796,465.034,23.17,441.86
9.06313,7.46707,461.66,23.17,438.49
9.06125,7.46589,463.774,23.17,440.6
9.06546,7.46576,456.4,23.18,433.22
9.0645,7.46377,451.727,23.18,428.55
9.06471,7.46112,453.212,23.18,430.03
9.06767,7.46272,475.045,23.18,451.87
9.06799,7.46184,468.194,23.18,445.01
9.06878,7.46145,466.598,23.18,443.42
9.06997,7.46085,461.875,23.18,438.69
9.07062,7.46028,465.025,23.18,441.84
9.07216,7.45949,493.1,23.18,469.92
9.07044,7.45936,469.807,23.18,446.62
9.06977,7.45854,468.795,23.18,445.61
9.0693,7.45762,469.204,23.18,446.02
9.06912,7.45664,469.628,23.18,446.45
9.06902,7.45531,470.179,23.18,447
9.06882,7.45482,468.447,23.18,445.27
9.06838,7.45353,467.622,23.18,444.44
9.0713,7.45416,476.753,23.18,453.57
9.07328,7.45518,480.913,23.19,457.73
9.07368,7.45598,483.581,23.19,460.4
9.07278,7.45648,487.104,23.18,463.92
9.07234,7.45724,485.455,23.18,462.27
9.07139,7.45882,475.949,23.18,452.77
9.07078,7.45681,475.561,23.18,452.38
9.07104,7.45558,476.861,23.18,453.68
9.06696,7.4585,455.68,23.18,432.5
9.0687,7.45978,460.166,23.18,436.99
9.06811,7.45822,462.064,23.18,438.88
9.06755,7.45628,460.383,23.18,437.2
9.0686,7.46331,476.239,23.18,453.06
9.05336,7.45613,458.813,23.17,435.64
9.05231,7.45643,459.627,23.17,436.46
9.0514,7.45616,460.559,23.17,437.39
9.04946,7.45669,463.33,23.17,440.16
9.04883,7.45829,464.094,23.17,440.93
9.05286,7.46334,476.671,23.17,453.5
9.05223,7.46324,478.603,23.17,455.44
9.02976,7.46751,492.648,23.16,469.49
9.03156,7.46633,489.108,23.16,465.95
9.0321,7.46707,489.235,23.16,466.08
9.03263,7.46783,487.793,23.16,464.64
9.03304,7.46976,485.896,23.16,462.74
9.03375,7.47126,479.578,23.15,456.42
9.03398,7.47213,474.978,23.15,451.82
9.03421,7.47281,468.74,23.15,445.59
9.03356,7.4726,471.672,23.15,448.52
9.03221,7.47306,471.956,23.15,448.8
9.03218,7.47256,476.386,23.15,453.23
9.03345,7.47209,475.917,23.15,452.76
9.03315,7.47149,479.944,23.15,456.79
9.03133,7.47229,478.653,23.15,455.5
9.03232,7.47044,486.987,23.15,463.83
9.03135,7.47082,486.423,23.15,463.27
9.03031,7.47046,485.853,23.15,462.7
9.02977,7.47052,484.659,23.15,461.51
9.03004,7.46977,487.374,23.15,464.22
9.03174,7.4679,490.514,23.16,467.36
9.03133,7.46887,491.274,23.15,468.12
9.03091,7.46928,490.133,23.15,466.98
9.03073,7.46985,488.621,23.15,465.47
9.03195,7.46965,489.158,23.15,466
9.03128,7.46996,489.503,23.15,466.35
9.03032,7.469,489.96,23.15,466.81
9.02991,7.46885,490.188,23.15,467.03
9.02922,7.46876,490.433,23.15,467.28
9.02885,7.46981,487.763,23.15,464.61
9.03074,7.46734,492.207,23.16,469.05
9.02911,7.47147,481.98,23.15,458.83
9.02963,7.47196,478.494,23.15,455.34
9.03004,7.47249,470.664,23.15,447.51
9.03042,7.47398,471.174,23.15,448.02
9.02942,7.47374,475.486,23.15,452.33
9.02856,7.47347,480.422,23.15,457.27
9.02808,7.47329,482.52,23.15,459.37
9.0276,7.47321,484.668,23.15,461.52
9.02692,7.47308,486.761,23.15,463.61
9.02842,7.47145,484.46,23.15,461.31
9.02776,7.47058,488.95,23.15,465.8
9.02744,7.47151,487.904,23.15,464.75
9.02691,7.47233,487.71,23.15,464.56
9.02619,7.4738,486.059,23.15,462.91
9.02535,7.47542,485.442,23.15,462.29
9.02401,7.47667,487.754,23.15,464.61
9.02832,7.47415,479.902,23.15,456.75
9.02776,7.47479,478.536,23.15,455.39
9.02779,7.47397,482.022,23.15,458.87
9.02703,7.47402,483.731,23.15,460.58
9.02679,7.47459,483.218,23.15,460.07
9.02598,7.47506,484.581,23.15,461.43
9.02622,7.47569,482.472,23.15,459.32
9.02716,7.47586,474.287,23.15,451.14
9.02808,7.47545,470.594,23.15,447.44
9.02905,7.47519,469.374,23.15,446.22
9.02989,7.47468,468.513,23.15,445.36
9.02909,7.47433,474.56,23.15,451.41
9.02565,7.47642,483.369,23.15,460.22
9.02733,7.47699,480.995,23.15,457.85
9.0287,7.4766,478.571,23.15,455.42
9.02893,7.47791,485.723,23.15,462.57
9.03,7.47775,478.429,23.15,455.28
9.03162,7.47472,475.363,23.15,452.21
9.03117,7.47529,475.18,23.15,452.03
9.031,7.47595,474.434,23.15,451.28
9.03151,7.47728,477.596,23.15,454.45
9.03199,7.47819,478.797,23.15,455.65
9.03249,7.47635,482.682,23.15,459.53
9.03159,7.47617,478.89,23.15,455.74
9.03203,7.4761,481.103,23.15,457.95
9.03219,7.47647,481.511,23.15,458.36
9.03288,7.47775,484.654,23.15,461.5
9.03321,7.47839,484.412,23.15,461.26
9.03229,7.47481,477.425,23.15,454.27
9.02326,7.47932,493.51,23.15,470.36
9.02445,7.4802,495.857,23.15,472.71
9.02627,7.48182,497.711,23.14,474.57
9.02707,7.48044,494.809,23.15,471.66
9.02831,7.48115,492.015,23.15,468.87
9.02924,7.48153,488.99,23.15,465.84
9.02972,7.48184,487.294,23.15,464.15
9.03035,7.48307,483.268,23.15,460.12
9.02975,7.48439,478.336,23.14,455.19
9.02898,7.48491,477.198,23.14,454.05
9.02931,7.48362,484.792,23.14,461.65
9.02894,7.48297,487.745,23.14,464.6
9.02851,7.48269,489.662,23.14,466.52
9.02772,7.48227,492.944,23.14,469.8
9.02718,7.48291,493.507,23.14,470.36
9.02827,7.48393,485.8,23.14,462.66
9.02964,7.47912,485.135,23.15,461.99
9.02979,7.47998,486.68,23.15,463.53
9.03105,7.4796,478.7,23.15,455.55
9.03139,7.48051,477.417,23.15,454.27
9.03162,7.48116,475.637,23.15,452.49
9.03176,7.48179,473.796,23.15,450.65
9.03039,7.47917,482.223,23.15,459.07
9.03063,7.48003,482.881,23.15,459.73
9.03087,7.48205,481.792,23.15,458.65
9.03051,7.48237,483.136,23.15,459.99
9.03211,7.47901,479.314,23.15,456.16
9.03267,7.48017,476.529,23.15,453.38
9.03321,7.48078,475.186,23.15,452.04
9.03436,7.481,475.728,23.15,452.58
9.035,7.48078,483.517,23.15,460.37
9.03269,7.4794,480.328,23.15,457.18
9.03308,7.47983,480.418,23.15,457.27
9.03357,7.47967,482.319,23.15,459.17
9.03377,7.48005,482.278,23.15,459.13
9.03423,7.48004,483.652,23.15,460.5
9.03427,7.4804,480.787,23.15,457.64
9.03363,7.48036,479.996,23.15,456.85
9.03441,7.47962,485.795,23.15,462.65
9.0348,7.47448,474.607,23.15,451.45
9.0357,7.47601,479.17,23.15,456.02
9.03637,7.47736,481.67,23.15,458.52
9.03724,7.47836,483.549,23.15,460.4
9.03794,7.47938,485.656,23.15,462.5
9.03787,7.4804,485.448,23.15,462.3
9.03897,7.48124,485.957,23.15,462.81
9.03683,7.48042,482.315,23.15,459.16
9.03573,7.48023,483.398,23.15,460.25
9.03437,7.47471,476.459,23.15,453.31
9.0337,7.47436,475.724,23.15,452.57
9.03294,7.47445,475.623,23.15,452.47
9.03485,7.47546,478.657,23.15,455.5
9.03511,7.47597,480.556,23.15,457.4
9.03536,7.47647,481.716,23.15,458.56
9.0358,7.47736,483.754,23.15,460.6
9.03581,7.47813,485.969,23.15,462.82
9.03653,7.47837,485.162,23.15,462.01
9.03418,7.47586,482.007,23.15,458.86
9.03439,7.47631,483.604,23.15,460.45
9.03468,7.47676,484.332,23.15,461.18
9.06528,7.45469,467.252,23.18,444.07
9.06481,7.4566,463.72,23.18,440.54
9.06268,7.45469,472.277,23.18,449.1
9.06153,7.45508,467.905,23.18,444.73
9.05953,7.45519,460.835,23.18,437.66
9.06007,7.45631,460.377,23.18,437.2
9.06249,7.45612,468.472,23.18,445.3
9.06136,7.45594,465.248,23.18,442.07
9.06024,7.4586,449.695,23.17,426.52
9.0616,7.45933,449.651,23.18,426.48
9.06179,7.45794,457.975,23.18,434.8
9.06361,7.45988,453.011,23.18,429.83
9.06401,7.46027,447.803,23.18,424.63
9.06426,7.46086,449.226,23.18,426.05
9.06412,7.45845,458.673,23.18,435.5
9.06427,7.45765,461.149,23.18,437.97
9.06522,7.46101,455.2,23.18,432.02
9.06544,7.46144,456.66,23.18,433.48
9.06543,7.4625,457.739,23.18,434.56
9.06543,7.46313,457.382,23.18,434.2
9.06624,7.46316,462.447,23.18,439.27
9.06624,7.46432,462.843,23.18,439.67
9.06544,7.46437,457.284,23.18,434.11
9.06544,7.46498,457.442,23.18,434.27
9.06597,7.45908,455.624,23.18,432.45
9.06622,7.45977,458.681,23.18,435.5
9.06648,7.46029,461.006,23.18,437.83
9.06674,7.46081,462.633,23.18,439.45
9.06701,7.46131,464.363,23.18,441.18
9.0674,7.46208,466.664,23.18,443.49
9.0687,7.46235,471.317,23.18,448.14
9.06953,7.46291,473.754,23.18,450.57
9.07109,7.46238,465.974,23.18,442.79
9.07039,7.46181,462.867,23.18,439.69
9.07,7.46234,468.336,23.18,445.16
9.06936,7.46187,467.871,23.18,444.69
9.06798,7.46127,466.44,23.18,443.26
9.06757,7.46046,462.8,23.18,439.62
9.06719,7.4599,460.758,23.18,437.58
9.06707,7.45924,456.53,23.18,433.35
9.06799,7.46019,460.695,23.18,437.52
9.06891,7.46084,463.177,23.18,440
9.07208,7.46131,472.903,23.18,449.72
9.06911,7.45955,463.705,23.18,440.52
9.06889,7.45911,462.995,23.18,439.81
9.06809,7.45691,463.749,23.18,440.57
9.06663,7.47465,474.235,23.17,451.06
9.06672,7.47409,472.354,23.17,449.18
9.06665,7.47354,470.516,23.17,447.34
9.06718,7.47322,466.518,23.17,443.34
9.06704,7.47277,466.138,23.17,442.96
9.06679,7.47151,461.398,23.18,438.22
9.06568,7.47062,463.016,23.17,439.84
9.06502,7.46973,461.701,23.17,438.53
9.06615,7.47188,465.714,23.17,442.54
9.06566,7.47248,470.686,23.17,447.51
9.06524,7.47308,474.518,23.17,451.34
9.06438,7.4722,476.186,23.17,453.01
9.06352,7.47151,476.937,23.17,453.76
9.06266,7.46438,453.159,23.17,429.98
9.06251,7.46522,456.129,23.17,432.95
9.06269,7.46671,460.107,23.17,436.93
9.06325,7.46797,463.626,23.17,440.45
9.06206,7.46566,459.34,23.17,436.17
9.06167,7.46556,461.138,23.17,437.96
9.06198,7.4669,461.599,23.17,438.43
9.06158,7.46729,461.212,23.17,438.04
9.06346,7.46753,462.117,23.17,438.94
9.06385,7.46785,461.19,23.17,438.02
9.06269,7.46846,466.202,23.17,443.03
9.06242,7.46893,468.3,23.17,445.13
9.06336,7.46964,468.134,23.17,444.96
9.06424,7.46853,460.403,23.17,437.23
9.06202,7.47058,475.893,23.17,452.72
9.05733,7.4693,483.342,23.17,460.17
9.05658,7.47019,478.306,23.17,455.14
9.0565,7.47083,477.418,23.17,454.25
9.05722,7.47159,478.685,23.17,455.52
9.0645,7.4831,471.343,23.17,448.18
9.06409,7.48387,480.343,23.17,457.18
9.06378,7.48475,481.395,23.17,458.23
9.06245,7.48616,481.319,23.16,458.15
9.06185,7.48597,479.902,23.16,456.74
9.0612,7.48517,477.346,23.16,454.18
9.06031,7.48478,470.05,23.16,446.89
9.05967,7.48345,467.003,23.16,443.84
9.05987,7.48142,468.46,23.16,445.3
9.06475,7.47917,486.664,23.17,463.49
9.06511,7.47954,486.04,23.17,462.87
9.0627,7.47906,480.842,23.17,457.67
9.06287,7.47841,482.134,23.17,458.97
9.06347,7.47865,484.021,23.17,460.85
9.0633,7.47723,482.959,23.17,459.79
9.06331,7.47604,484.23,23.17,461.06
9.06289,7.47525,486.489,23.17,463.32
9.06202,7.47478,485.434,23.17,462.26
9.06194,7.47563,483.074,23.17,459.9
9.06148,7.47602,481.653,23.17,458.48
9.06133,7.47826,474.29,23.17,451.12
9.0601,7.47961,466.059,23.17,442.89
9.05964,7.47619,478.951,23.17,455.78
9.06001,7.47663,477.962,23.17,454.79
9.06015,7.47734,475.773,23.17,452.61
9.05965,7.47445,483.32,23.17,460.15
9.06041,7.4751,483.266,23.17,460.1
9.06084,7.47493,483.61,23.17,460.44
9.06231,7.46331,452.013,23.17,428.84
9.06196,7.46322,455.051,23.17,431.88
9.06146,7.46249,456.505,23.17,433.33
9.06082,7.46218,457.688,23.17,434.51
9.06049,7.46223,461.753,23.17,438.58
9.05983,7.46258,463.093,23.17,439.92
9.05867,7.46223,461.355,23.17,438.18
9.05987,7.46156,458.853,23.17,435.68
9.05915,7.46119,456.386,23.17,433.21
9.05864,7.46091,456.124,23.17,432.95
9.05813,7.46064,455.735,23.17,432.56
9.05767,7.46334,465.338,23.17,442.17
9.05764,7.46382,467.133,23.17,443.96
9.05767,7.4644,469.19,23.17,446.02
9.05767,7.4652,471.978,23.17,448.81
9.05837,7.46439,470.096,23.17,446.92
9.05886,7.46446,469.768,23.17,446.6
9.05895,7.46579,471.904,23.17,448.73
9.05826,7.46629,474.68,23.17,451.51
9.05699,7.46439,469.373,23.17,446.2
9.05665,7.4652,472.691,23.17,449.52
9.0562,7.46374,466.929,23.17,443.76
9.05544,7.46442,469.842,23.17,446.67
9.05447,7.46439,472.159,23.17,448.99
9.05407,7.46438,474.281,23.17,451.11
9.05427,7.46488,475.043,23.17,451.87
9.05425,7.46572,480.501,23.17,457.33
9.05603,7.46231,461.25,23.17,438.08
9.05608,7.4615,459.077,23.17,435.91
9.05448,7.46151,461.012,23.17,437.84
9.05461,7.46224,463.764,23.17,440.59
9.05333,7.46164,464.417,23.17,441.25
9.05331,7.46092,459.91,23.17,436.74
9.0533,7.46011,454.865,23.17,431.7
9.0518,7.46095,461.392,23.17,438.22
9.05179,7.46039,458.368,23.17,435.2
9.05237,7.46018,456.196,23.17,433.03
9.05279,7.45593,459.174,23.17,436
9.05222,7.45566,459.321,23.17,436.15
9.05159,7.45545,459.652,23.17,436.48
9.05057,7.4558,461.071,23.17,437.9
9.04977,7.45594,462.444,23.17,439.27
9.05324,7.45718,457.832,23.17,434.66
9.05326,7.45786,455.839,23.17,432.67
9.05271,7.45797,457.206,23.17,434.04
9.05214,7.45787,459.258,23.17,436.09
9.05264,7.46563,477.425,23.17,454.26
9.05254,7.46816,478.964,23.17,455.8
9.05178,7.46827,478.603,23.17,455.44
9.05104,7.46733,475.904,23.17,452.74
9.05021,7.46651,472.895,23.17,449.73
9.05043,7.46617,471.45,23.17,448.28
9.04923,7.46715,471.996,23.16,448.83
9.04973,7.46694,473.725,23.16,450.56
9.05009,7.46743,475.563,23.16,452.4
9.05035,7.46791,476.142,23.16,452.98
9.05073,7.46835,476.378,23.16,453.21
9.05097,7.46835,477.851,23.16,454.69
9.05119,7.4686,477.008,23.16,453.84
9.05126,7.46898,475.833,23.16,452.67
9.05349,7.46969,476.61,23.17,453.44
9.05485,7.4704,474.588,23.17,451.42
9.0821,7.51386,492.255,23.17,469.09
9.08005,7.5131,489.817,23.17,466.65
9.07939,7.51118,500.114,23.17,476.95
9.07944,7.51013,499.451,23.17,476.28
9.07795,7.50788,491.363,23.17,468.19
9.07681,7.50802,490.614,23.17,467.45
9.07581,7.50714,483.552,23.17,460.38
9.07681,7.50916,492.814,23.17,469.65
9.07682,7.51045,494.621,23.17,471.46
9.07682,7.51153,494.19,23.16,471.03
9.07771,7.51307,495.756,23.16,472.59
9.07804,7.51157,498.953,23.17,475.79
9.07837,7.51027,501.908,23.17,478.74
9.07814,7.50899,496.942,23.17,473.77
9.03359,7.475,478.96,23.15,455.81
9.03351,7.47556,481.577,23.15,458.43
9.03362,7.47604,483.737,23.15,460.59
9.03393,7.47668,485.819,23.15,462.67
9.03419,7.4772,486.957,23.15,463.81
9.03467,7.47816,488.534,23.15,465.38
9.03499,7.47879,488.129,23.15,464.98
9.03583,7.47912,487.518,23.15,464.37
9.03651,7.47924,486.945,23.15,463.79
9.03713,7.47925,486.225,23.15,463.07
9.03522,7.47778,486.126,23.15,462.97
9.0399,7.48311,481.997,23.15,458.85
9.03923,7.48334,487.5,23.15,464.35
9.03885,7.4837,490.061,23.15,466.91
9.03841,7.48397,491.835,23.15,468.69
9.03796,7.48426,493.572,23.15,470.42
9.03874,7.48521,496.504,23.15,473.36
9.03721,7.48308,488.773,23.15,465.62
9.03662,7.48341,490.066,23.15,466.92
9.03845,7.48305,488.152,23.15,465
9.03791,7.48238,484.671,23.15,461.52
9.03649,7.48219,482.569,23.15,459.42
9.03879,7.48238,480.469,23.15,457.32
9.03944,7.48476,493.629,23.15,470.48
9.04074,7.48394,492.976,23.15,469.83
9.04233,7.48472,496.452,23.15,473.3
9.03562,7.4813,483.034,23.15,459.88
9.03437,7.48418,488.325,23.15,465.18
9.0338,7.48386,484.268,23.15,461.12
9.03306,7.48344,478.623,23.15,455.48
9.03228,7.48299,475.287,23.15,452.14
9.03311,7.48187,472.916,23.15,449.77
9.03277,7.48481,479.038,23.15,455.89
9.03311,7.48559,483.049,23.14,459.9
9.03379,7.4862,487.271,23.14,464.13
9.03444,7.48711,487.817,23.14,464.67
9.03504,7.48807,491.605,23.14,468.46
9.03547,7.48874,494.216,23.14,471.07
9.03591,7.48941,496.898,23.14,473.75
9.03634,7.49024,500.36,23.14,477.22
9.03728,7.49004,500.996,23.14,477.85
9.03776,7.4897,501.745,23.14,478.6
9.03851,7.48923,503.187,23.14,480.04
9.03574,7.48765,492.866,23.14,469.72
9.03644,7.48772,496.39,23.14,473.25
9.03731,7.48685,507.811,23.15,484.66
9.03621,7.48813,494.67,23.14,471.53
9.03676,7.489,497.825,23.14,474.68
9.03681,7.48843,497.671,23.14,474.53
9.03735,7.48928,500.377,23.14,477.23
9.03791,7.48669,506.221,23.15,483.07
9.03447,7.49044,497.021,23.14,473.88
9.03367,7.49023,494.741,23.14,471.6
9.03286,7.49001,490.746,23.14,467.6
9.03221,7.4899,484.67,23.14,461.53
9.03143,7.48972,479.003,23.14,455.86
9.03084,7.48964,477.505,23.14,454.36
9.02991,7.48982,481.922,23.14,458.78
9.03112,7.49098,478.936,23.14,455.8
9.03193,7.49153,485.99,23.14,462.85
9.03253,7.49196,485.693,23.14,462.55
9.03386,7.49225,486.162,23.14,463.02
9.03519,7.49154,494.803,23.14,471.66
9.03418,7.4914,494.091,23.14,470.95
9.03317,7.49122,493.303,23.14,470.16
9.03248,7.49125,492.975,23.14,469.84
9.03192,7.49065,485.413,23.14,462.27
9.03174,7.48859,480.774,23.14,457.63
9.03168,7.48786,476.857,23.14,453.71
9.03225,7.4875,479.434,23.14,456.29
9.03263,7.4881,484.462,23.14,461.32
9.03293,7.48856,488.251,23.14,465.11
9.03335,7.48919,491.934,23.14,468.79
9.03236,7.48902,486.515,23.14,463.37
9.03448,7.48947,495.386,23.14,472.24
9.0348,7.48999,496.703,23.14,473.56
9.03843,7.49256,495.46,23.14,472.32
9.03884,7.49347,494.517,23.14,471.38
9.03959,7.49467,492.957,23.14,469.82
9.03991,7.49519,492.114,23.14,468.97
9.04039,7.49571,490.972,23.14,467.83
9.04089,7.49629,493.592,23.14,470.45
9.04158,7.49683,498.713,23.14,475.57
9.04229,7.49703,501.841,23.14,478.7
9.04325,7.4971,505.769,23.14,482.63
9.0439,7.49709,505.836,23.14,482.69
9.04478,7.49696,501.839,23.14,478.7
9.04558,7.49653,497.102,23.14,473.96
9.0461,7.49563,494.167,23.14,471.02
9.03608,7.4912,498.405,23.14,475.26
9.03689,7.49141,497.479,23.14,474.34
9.03662,7.49197,494.046,23.14,470.9
9.03745,7.49208,493.726,23.14,470.58
9.03896,7.49536,485.738,23.14,462.6
9.03941,7.49581,486.357,23.14,463.22
9.03957,7.49685,486.533,23.14,463.39
9.04035,7.49741,490.388,23.14,467.25
9.04092,7.49788,494.985,23.14,471.85
9.04181,7.49807,500.476,23.14,477.34
9.04274,7.49813,503.875,23.14,480.73
9.0439,7.49803,507.735,23.14,484.59
9.04468,7.49812,507.32,23.14,484.18
9.04563,7.49736,500.891,23.14,477.75
9.04286,7.49647,504.747,23.14,481.61
9.0433,7.49489,502.665,23.14,479.52
9.04275,7.49366,501.539,23.14,478.4
9.03922,7.49414,493.677,23.14,470.54
9.06374,7.46841,461.833,23.17,438.66
9.0418,7.48315,494.151,23.15,471
9.04375,7.48195,492.226,23.15,469.07
9.04598,7.48055,486.178,23.16,463.02
9.048,7.47931,486.403,23.16,463.25
9.05011,7.47796,492.263,23.16,469.1
9.05116,7.47727,486.717,23.16,463.56
9.05245,7.47608,477.966,23.16,454.8
9.05313,7.47473,470.576,23.16,447.41
9.05341,7.47316,465.819,23.16,442.65
9.05358,7.47169,467.55,23.17,444.38
9.05374,7.47023,471.038,23.17,447.87
9.09685,7.47079,495.053,23.21,471.84
9.096,7.47305,500.191,23.21,476.98
9.09493,7.4758,502.898,23.21,479.69
9.10119,7.4779,519.853,23.22,496.64
9.09807,7.47697,508.777,23.21,485.57
9.09309,7.47501,506.968,23.21,483.76
9.09149,7.4744,507.944,23.2,484.74
9.09009,7.47357,507.637,23.2,484.44
9.08902,7.47254,511.384,23.2,488.18
9.08735,7.47139,511.946,23.2,488.75
9.08945,7.4685,497.397,23.2,474.2
9.09158,7.46557,490.618,23.2,467.41
9.09214,7.46451,490.835,23.2,467.63
9.09265,7.46316,485.741,23.21,462.54
9.09297,7.46183,482.605,23.21,459.4
9.0931,7.46047,479.671,23.21,456.46
9.09314,7.45726,480.666,23.21,457.46
9.09313,7.45559,482.027,23.21,458.82
9.09311,7.45325,475.975,23.21,452.77
9.09302,7.44925,467.874,23.21,444.67
9.09305,7.44829,468.639,23.21,445.43
9.09611,7.44945,464.63,23.21,441.42
9.0994,7.45055,463.477,23.21,440.26
9.10059,7.44824,461.298,23.21,438.08
9.10225,7.44828,462.132,23.22,438.91
9.10536,7.45053,469.685,23.22,446.46
9.10872,7.45228,479.989,23.23,456.76
9.11119,7.4538,489.468,23.23,466.24
9.11317,7.45446,496.26,23.23,473.03
9.02218,7.43171,438.805,23.17,415.64
9.02376,7.43088,435.478,23.17,412.31
9.02564,7.42989,432.398,23.17,409.23
9.02362,7.43313,448.751,23.17,425.58
9.10359,7.46425,483.551,23.22,460.33
9.10527,7.46356,492.319,23.22,469.1
9.10695,7.46298,495.024,23.23,471.8
9.10897,7.46207,494.446,23.23,471.22
9.1104,7.46122,496.288,23.23,473.06
9.11129,7.46041,494.967,23.23,471.74
9.11254,7.45927,497.663,23.23,474.43
9.11421,7.45792,505.651,23.24,482.42
9.11471,7.45668,506.233,23.24,483
9.11498,7.45542,504.206,23.24,480.97
9.11628,7.4562,510.24,23.24,487
9.11623,7.45812,513.317,23.24,490.08
9.11624,7.45976,513.9,23.24,490.66
9.11622,7.46116,514.242,23.24,491
9.11612,7.4632,514.483,23.24,491.24
9.11552,7.46477,519.649,23.24,496.41
9.11569,7.46626,524.613,23.24,501.38
9.11528,7.46832,529.987,23.24,506.75
9.11356,7.46874,522.176,23.23,498.94
9.11308,7.46788,519.105,23.23,495.87
9.11166,7.46766,518.226,23.23,494.99
9.11046,7.46813,520.453,23.23,497.22
9.10925,7.46868,512.368,23.23,489.14
9.10715,7.46787,504.834,23.23,481.61
9.10564,7.46699,503.318,23.22,480.09
